Series Name,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Age dependency ratio (% of working-age population),Mauritania,MRT,77.94790891,77.37925212,77.09321105,76.65744723,76.13166321,75.57769757,..
Age dependency ratio (% of working-age population),Mauritius,MUS,41.45498725,41.5514543,41.53230052,41.46081455,41.37842802,41.3595731,..
Age dependency ratio (% of working-age population),Mozambique,MOZ,94.22533087,93.49880693,92.73513753,91.78322001,90.69981608,89.56069053,..
Age dependency ratio (% of working-age population),Namibia,NAM,68.7655056,68.48212778,68.2832905,68.21263967,68.19801605,68.10668126,..
Age dependency ratio (% of working-age population),Niger,NER,111.8627995,111.5987634,111.6027273,111.3434003,110.8785112,110.2557745,..
Age dependency ratio (% of working-age population),Nigeria,NGA,88.49848608,88.20359527,88.15400476,87.83665165,87.31508677,86.67378255,..
Age dependency ratio (% of working-age population),Rwanda,RWA,76.73612606,76.30580469,75.71494011,75.39517926,75.17359744,74.80771007,..
Age dependency ratio (% of working-age population),Sao Tome and Principe,STP,86.41376814,85.94191413,85.2688868,84.37410969,83.30336591,82.17211205,..
Age dependency ratio (% of working-age population),Senegal,SEN,87.24060906,87.03897173,86.71606733,86.25738567,85.67431189,84.97399117,..
Age dependency ratio (% of working-age population),Seychelles,SYC,43.46126064,43.77241178,44.1605506,44.73421927,45.41274063,46.07960497,..
Age dependency ratio (% of working-age population),Sierra Leone,SLE,82.54203492,81.49388058,80.59233822,79.65706855,78.65500941,77.5317517,..
Age dependency ratio (% of working-age population),Somalia,SOM,100.8055212,99.86688772,99.09315122,98.43892989,97.8235155,97.11700408,..
Age dependency ratio (% of working-age population),South Africa,ZAF,52.2185595,52.25465058,52.28947458,52.3680399,52.43320121,52.40087925,..
Age dependency ratio (% of working-age population),South Sudan,SSD,85.86601404,84.83414677,84.15082382,83.39401219,82.54372949,81.6360774,..
Age dependency ratio (% of working-age population),Sudan,SDN,82.66733479,81.64554462,80.75871552,79.8232301,78.85872805,77.88220925,..
Age dependency ratio (% of working-age population),Tanzania,TZA,89.82755496,89.46586497,88.93333,88.32430698,87.61563252,86.79141032,..
Age dependency ratio (% of working-age population),Togo,TGO,82.30894969,81.61567253,80.93972163,80.14057492,79.22427189,78.20769804,..
Age dependency ratio (% of working-age population),Uganda,UGA,100.5466275,99.4827704,98.31523983,97.00646124,95.58568273,94.03371747,..
Age dependency ratio (% of working-age population),Zambia,ZMB,94.45158848,93.20399501,91.97184156,90.46231078,88.80684421,87.18817961,..
Age dependency ratio (% of working-age population),Zimbabwe,ZWE,82.84004478,83.13858787,83.57673693,83.46623501,82.95111604,82.27796994,..
Age dependency ratio (% of working-age population),Algeria,DZA,51.50918943,52.8377883,54.18401383,55.80400147,57.50803244,58.9904905,..
Age dependency ratio (% of working-age population),"Egypt, Arab Rep.",EGY,61.84420228,62.37902358,63.3774856,63.83631303,64.01105496,64.23371697,..
Age dependency ratio (% of working-age population),Djibouti,DJI,54.27727803,53.54620533,53.18812168,52.52858001,51.74897771,51.0894531,..
Age dependency ratio (% of working-age population),Libya,LBY,49.36820575,49.49158353,49.25657527,48.96152643,48.61330481,48.2063677,..
Age dependency ratio (% of working-age population),Tunisia,TUN,45.34128109,45.88958144,46.68752449,47.41426471,48.11698794,48.85286352,..
"Birth rate, crude (per 1,000 people)",Angola,AGO,43.182,42.52,41.882,41.281,40.729,..,..
"Birth rate, crude (per 1,000 people)",Benin,BEN,37.831,37.432,37.027,36.621,36.221,..,..
"Birth rate, crude (per 1,000 people)",Botswana,BWA,26.87,26.44,25.943,25.396,24.821,..,..
"Birth rate, crude (per 1,000 people)",Burkina Faso,BFA,39.979,39.437,38.92,38.419,37.93,..,..
"Birth rate, crude (per 1,000 people)",Burundi,BDI,41.44,40.883,40.278,39.646,39.008,..,..
"Birth rate, crude (per 1,000 people)",Cabo Verde,CPV,21.132,20.754,20.345,19.919,19.49,..,..
"Birth rate, crude (per 1,000 people)",Cameroon,CMR,37.497,36.964,36.429,35.9,35.386,..,..
"Birth rate, crude (per 1,000 people)",Central African Republic,CAF,36.927,36.454,36.029,35.66,35.348,..,..
"Birth rate, crude (per 1,000 people)",Chad,TCD,44.276,43.73,43.201,42.683,42.172,..,..
"Birth rate, crude (per 1,000 people)",Comoros,COM,33.781,33.328,32.852,32.365,31.881,..,..
"Birth rate, crude (per 1,000 people)","Congo, Dem. Rep.",COD,43.309,42.808,42.278,41.732,41.183,..,..
"Birth rate, crude (per 1,000 people)","Congo, Rep.",COG,35.094,34.511,33.933,33.378,32.862,..,..
"Birth rate, crude (per 1,000 people)",Cote d'Ivoire,CIV,36.63,36.438,36.225,35.993,35.74,..,..
"Birth rate, crude (per 1,000 people)",Equatorial Guinea,GNQ,35.326,34.768,34.234,33.725,33.241,..,..
"Birth rate, crude (per 1,000 people)",Eritrea,ERI,32.936,32.191,31.521,30.898,30.302,..,..
"Birth rate, crude (per 1,000 people)",Eswatini,SWZ,28.021,27.579,27.176,26.773,26.342,..,..
"Birth rate, crude (per 1,000 people)",Ethiopia,ETH,34.059,33.635,33.207,32.775,32.339,..,..
"Birth rate, crude (per 1,000 people)",Gabon,GAB,33.132,32.927,32.604,32.161,31.611,..,..
"Birth rate, crude (per 1,000 people)","Gambia, The",GMB,40.029,39.719,39.363,38.967,38.535,..,..
"Birth rate, crude (per 1,000 people)",Ghana,GHA,31.125,30.714,30.28,29.839,29.407,..,..
"Birth rate, crude (per 1,000 people)",Guinea,GIN,38,37.583,37.171,36.765,36.364,..,..
"Birth rate, crude (per 1,000 people)",Guinea-Bissau,GNB,37.346,36.819,36.265,35.697,35.125,..,..
"Birth rate, crude (per 1,000 people)",Kenya,KEN,31.522,30.688,29.943,29.296,28.748,..,..
"Birth rate, crude (per 1,000 people)",Lesotho,LSO,28.068,27.799,27.501,27.17,26.808,..,..
"Birth rate, crude (per 1,000 people)",Liberia,LBR,34.789,34.297,33.843,33.426,33.042,..,..
"Birth rate, crude (per 1,000 people)",Madagascar,MDG,33.673,33.392,33.138,32.897,32.657,..,..
"Birth rate, crude (per 1,000 people)",Malawi,MWI,36.629,35.839,35.163,34.593,34.118,..,..
"Birth rate, crude (per 1,000 people)",Mali,MLI,43.843,43.226,42.638,42.078,41.543,..,..
"Birth rate, crude (per 1,000 people)",Mauritania,MRT,35.381,34.991,34.569,34.132,33.694,..,..
"Birth rate, crude (per 1,000 people)",Mauritius,MUS,10.6,10.1,10.4,10.7,10.2,..,..
"Birth rate, crude (per 1,000 people)",Mozambique,MOZ,38.993,38.607,38.236,37.876,37.52,..,..
"Birth rate, crude (per 1,000 people)",Namibia,NAM,30.192,29.904,29.534,29.105,28.639,..,..
"Birth rate, crude (per 1,000 people)",Niger,NER,47.988,47.502,47.017,46.54,46.079,..,..
"Birth rate, crude (per 1,000 people)",Nigeria,NGA,39.828,39.359,38.873,38.384,37.905,..,..
"Birth rate, crude (per 1,000 people)",Rwanda,RWA,32.863,32.604,32.353,32.062,31.696,..,..
"Birth rate, crude (per 1,000 people)",Sao Tome and Principe,STP,33.508,32.95,32.437,31.967,31.538,..,..
"Birth rate, crude (per 1,000 people)",Senegal,SEN,36.867,36.318,35.727,35.12,34.523,..,..
"Birth rate, crude (per 1,000 people)",Seychelles,SYC,17,17,17.4,17.2,17.1,..,..
"Birth rate, crude (per 1,000 people)",Sierra Leone,SLE,35.677,35.055,34.483,33.939,33.406,..,..
"Birth rate, crude (per 1,000 people)",Somalia,SOM,42.561,42.303,42.096,41.919,41.753,..,..
"Birth rate, crude (per 1,000 people)",South Africa,ZAF,22.113,21.719,21.314,20.908,20.51,..,..
"Birth rate, crude (per 1,000 people)",South Sudan,SSD,36.509,36.116,35.738,35.37,35.01,..,..
"Birth rate, crude (per 1,000 people)",Sudan,SDN,33.728,33.318,32.923,32.542,32.177,..,..
"Birth rate, crude (per 1,000 people)",Tanzania,TZA,38.302,37.866,37.461,37.075,36.7,..,..
"Birth rate, crude (per 1,000 people)",Togo,TGO,35.032,34.51,34.016,33.55,33.113,..,..
"Birth rate, crude (per 1,000 people)",Uganda,UGA,41.564,40.68,39.8,38.947,38.135,..,..
"Birth rate, crude (per 1,000 people)",Zambia,ZMB,38.645,37.95,37.292,36.699,36.192,..,..
"Birth rate, crude (per 1,000 people)",Zimbabwe,ZWE,34.978,33.981,32.864,31.732,30.676,..,..
"Birth rate, crude (per 1,000 people)",Algeria,DZA,25.538,25.481,25.25,24.846,24.282,..,..
"Birth rate, crude (per 1,000 people)","Egypt, Arab Rep.",EGY,28.475,28.182,27.677,27.05,26.379,..,..
"Birth rate, crude (per 1,000 people)",Djibouti,DJI,23.402,22.921,22.432,21.944,21.466,..,..
"Birth rate, crude (per 1,000 people)",Libya,LBY,20.94,20.465,19.935,19.38,18.829,..,..
"Birth rate, crude (per 1,000 people)",Tunisia,TUN,18.874,18.707,18.405,18.01,17.564,..,..
"Completeness of birth registration, female (%)",Angola,AGO,..,..,25.2,..,..,..,..
"Completeness of birth registration, female (%)",Benin,BEN,84,..,..,..,85.9,..,..
"Completeness of birth registration, female (%)",Botswana,BWA,..,..,..,88,..,..,..
"Completeness of birth registration, female (%)",Burkina Faso,BFA,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Burundi,BDI,..,..,..,83.3,..,..,..
"Completeness of birth registration, female (%)",Cabo Verde,CPV,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Cameroon,CMR,65,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Central African Republic,CAF,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Chad,TCD,..,12,..,..,..,..,..
"Completeness of birth registration, female (%)",Comoros,COM,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)","Congo, Dem. Rep.",COD,24.8,..,..,..,..,..,..
"Completeness of birth registration, female (%)","Congo, Rep.",COG,..,96,..,..,..,..,..
"Completeness of birth registration, female (%)",Cote d'Ivoire,CIV,..,..,71,..,..,..,..
"Completeness of birth registration, female (%)",Equatorial Guinea,GNQ,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Eritrea,ERI,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Eswatini,SWZ,50,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Ethiopia,ETH,..,..,2.6,..,..,..,..
"Completeness of birth registration, female (%)",Gabon,GAB,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)","Gambia, The",GMB,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Ghana,GHA,70.1,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Guinea,GIN,..,..,75,..,61.5,..,..
"Completeness of birth registration, female (%)",Guinea-Bissau,GNB,24,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Kenya,KEN,66.4,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Lesotho,LSO,44.3,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Liberia,LBR,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Madagascar,MDG,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Malawi,MWI,64,..,67.2,..,..,..,..
"Completeness of birth registration, female (%)",Mali,MLI,..,87,..,..,85.6,..,..
"Completeness of birth registration, female (%)",Mauritania,MRT,..,66,..,..,..,..,..
"Completeness of birth registration, female (%)",Mauritius,MUS,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Mozambique,MOZ,..,56.1,..,..,..,..,..
"Completeness of birth registration, female (%)",Namibia,NAM,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Niger,NER,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Nigeria,NGA,..,..,..,47,..,..,..
"Completeness of birth registration, female (%)",Rwanda,RWA,..,55.9,..,..,..,..,..
"Completeness of birth registration, female (%)",Sao Tome and Principe,STP,95,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Senegal,SEN,70.7,66.7,69.2,75.7,..,..,..
"Completeness of birth registration, female (%)",Seychelles,SYC,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Sierra Leone,SLE,..,..,..,81,..,..,..
"Completeness of birth registration, female (%)",Somalia,SOM,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",South Africa,ZAF,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",South Sudan,SSD,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Sudan,SDN,66,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Tanzania,TZA,..,..,25,..,..,..,..
"Completeness of birth registration, female (%)",Togo,TGO,77,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Uganda,UGA,..,..,32.2,..,..,..,..
"Completeness of birth registration, female (%)",Zambia,ZMB,10.9,..,..,..,14,..,..
"Completeness of birth registration, female (%)",Zimbabwe,ZWE,..,44.1,..,..,..,..,..
"Completeness of birth registration, female (%)",Algeria,DZA,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)","Egypt, Arab Rep.",EGY,99.3,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Djibouti,DJI,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Libya,LBY,..,..,..,..,..,..,..
"Completeness of birth registration, female (%)",Tunisia,TUN,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Angola,AGO,..,..,24.8,..,..,..,..
"Completeness of birth registration, male (%)",Benin,BEN,85,..,..,..,85.4,..,..
"Completeness of birth registration, male (%)",Botswana,BWA,..,..,..,87,..,..,..
"Completeness of birth registration, male (%)",Burkina Faso,BFA,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Burundi,BDI,..,..,..,83.7,..,..,..
"Completeness of birth registration, male (%)",Cabo Verde,CPV,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Cameroon,CMR,67,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Central African Republic,CAF,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Chad,TCD,..,12,..,..,..,..,..
"Completeness of birth registration, male (%)",Comoros,COM,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)","Congo, Dem. Rep.",COD,24.4,..,..,..,..,..,..
"Completeness of birth registration, male (%)","Congo, Rep.",COG,..,96,..,..,..,..,..
"Completeness of birth registration, male (%)",Cote d'Ivoire,CIV,..,..,73,..,..,..,..
"Completeness of birth registration, male (%)",Equatorial Guinea,GNQ,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Eritrea,ERI,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Eswatini,SWZ,51,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Ethiopia,ETH,..,..,2.7,..,..,..,..
"Completeness of birth registration, male (%)",Gabon,GAB,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)","Gambia, The",GMB,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Ghana,GHA,70.8,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Guinea,GIN,..,..,75,..,62.4,..,..
"Completeness of birth registration, male (%)",Guinea-Bissau,GNB,24,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Kenya,KEN,67.4,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Lesotho,LSO,42.4,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Liberia,LBR,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Madagascar,MDG,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Malawi,MWI,63.8,..,67.2,..,..,..,..
"Completeness of birth registration, male (%)",Mali,MLI,..,88,..,..,87.8,..,..
"Completeness of birth registration, male (%)",Mauritania,MRT,..,66,..,..,..,..,..
"Completeness of birth registration, male (%)",Mauritius,MUS,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Mozambique,MOZ,..,53.9,..,..,..,..,..
"Completeness of birth registration, male (%)",Namibia,NAM,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Niger,NER,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Nigeria,NGA,..,..,..,47,..,..,..
"Completeness of birth registration, male (%)",Rwanda,RWA,..,56,..,..,..,..,..
"Completeness of birth registration, male (%)",Sao Tome and Principe,STP,96,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Senegal,SEN,74.7,69.8,71.5,79.1,..,..,..
"Completeness of birth registration, male (%)",Seychelles,SYC,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Sierra Leone,SLE,..,..,..,82,..,..,..
"Completeness of birth registration, male (%)",Somalia,SOM,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",South Africa,ZAF,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",South Sudan,SSD,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Sudan,SDN,69,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Tanzania,TZA,..,..,27.8,..,..,..,..
"Completeness of birth registration, male (%)",Togo,TGO,79,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Uganda,UGA,..,..,32.2,..,..,..,..
"Completeness of birth registration, male (%)",Zambia,ZMB,11.7,..,..,..,14.1,..,..
"Completeness of birth registration, male (%)",Zimbabwe,ZWE,..,42.8,..,..,..,..,..
"Completeness of birth registration, male (%)",Algeria,DZA,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)","Egypt, Arab Rep.",EGY,99.5,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Djibouti,DJI,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Libya,LBY,..,..,..,..,..,..,..
"Completeness of birth registration, male (%)",Tunisia,TUN,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",Angola,AGO,9.454,9.052,8.716,8.432,8.19,..,..
"Death rate, crude (per 1,000 people)",Benin,BEN,9.481,9.332,9.18,9.025,8.871,..,..
"Death rate, crude (per 1,000 people)",Botswana,BWA,6.634,6.259,6,5.834,5.742,..,..
"Death rate, crude (per 1,000 people)",Burkina Faso,BFA,9.105,8.823,8.571,8.341,8.124,..,..
"Death rate, crude (per 1,000 people)",Burundi,BDI,8.767,8.517,8.3,8.106,7.929,..,..
"Death rate, crude (per 1,000 people)",Cabo Verde,CPV,5.866,5.807,5.744,5.682,5.625,..,..
"Death rate, crude (per 1,000 people)",Cameroon,CMR,10.347,10.046,9.762,9.501,9.266,..,..
"Death rate, crude (per 1,000 people)",Central African Republic,CAF,14.164,13.621,13.119,12.671,12.289,..,..
"Death rate, crude (per 1,000 people)",Chad,TCD,13.053,12.77,12.527,12.309,12.104,..,..
"Death rate, crude (per 1,000 people)",Comoros,COM,7.608,7.491,7.389,7.298,7.214,..,..
"Death rate, crude (per 1,000 people)","Congo, Dem. Rep.",COD,10.424,10.164,9.919,9.691,9.482,..,..
"Death rate, crude (per 1,000 people)","Congo, Rep.",COG,7.406,7.18,6.987,6.828,6.705,..,..
"Death rate, crude (per 1,000 people)",Cote d'Ivoire,CIV,11.076,10.769,10.5,10.262,10.053,..,..
"Death rate, crude (per 1,000 people)",Equatorial Guinea,GNQ,10.245,10.002,9.768,9.542,9.323,..,..
"Death rate, crude (per 1,000 people)",Eritrea,ERI,7.884,7.686,7.5,7.326,7.163,..,..
"Death rate, crude (per 1,000 people)",Eswatini,SWZ,12.153,11.235,10.462,9.843,9.376,..,..
"Death rate, crude (per 1,000 people)",Ethiopia,ETH,7.218,7.017,6.844,6.691,6.551,..,..
"Death rate, crude (per 1,000 people)",Gabon,GAB,7.749,7.449,7.201,6.998,6.833,..,..
"Death rate, crude (per 1,000 people)","Gambia, The",GMB,8.46,8.329,8.191,8.044,7.887,..,..
"Death rate, crude (per 1,000 people)",Ghana,GHA,7.798,7.663,7.533,7.414,7.309,..,..
"Death rate, crude (per 1,000 people)",Guinea,GIN,9.67,9.337,9.013,8.715,8.452,..,..
"Death rate, crude (per 1,000 people)",Guinea-Bissau,GNB,10.499,10.244,10.014,9.805,9.612,..,..
"Death rate, crude (per 1,000 people)",Kenya,KEN,6.161,5.928,5.734,5.582,5.469,..,..
"Death rate, crude (per 1,000 people)",Lesotho,LSO,16.433,15.75,15.157,14.656,14.246,..,..
"Death rate, crude (per 1,000 people)",Liberia,LBR,8.485,8.213,7.957,7.729,7.538,..,..
"Death rate, crude (per 1,000 people)",Madagascar,MDG,6.63,6.472,6.324,6.185,6.055,..,..
"Death rate, crude (per 1,000 people)",Malawi,MWI,7.864,7.415,7.074,6.811,6.597,..,..
"Death rate, crude (per 1,000 people)",Mali,MLI,11.001,10.649,10.307,9.984,9.686,..,..
"Death rate, crude (per 1,000 people)",Mauritania,MRT,7.751,7.606,7.468,7.339,7.222,..,..
"Death rate, crude (per 1,000 people)",Mauritius,MUS,7.7,7.7,8.1,8,8.5,..,..
"Death rate, crude (per 1,000 people)",Mozambique,MOZ,10.628,10.025,9.463,8.964,8.544,..,..
"Death rate, crude (per 1,000 people)",Namibia,NAM,9.009,8.669,8.423,8.23,8.057,..,..
"Death rate, crude (per 1,000 people)",Niger,NER,9.511,9.145,8.82,8.529,8.268,..,..
"Death rate, crude (per 1,000 people)",Nigeria,NGA,12.994,12.686,12.39,12.114,11.86,..,..
"Death rate, crude (per 1,000 people)",Rwanda,RWA,5.801,5.597,5.435,5.308,5.208,..,..
"Death rate, crude (per 1,000 people)",Sao Tome and Principe,STP,5.232,5.111,5.002,4.908,4.828,..,..
"Death rate, crude (per 1,000 people)",Senegal,SEN,6.319,6.141,5.985,5.845,5.716,..,..
"Death rate, crude (per 1,000 people)",Seychelles,SYC,7.9,7.5,7.9,7.8,8.5,..,..
"Death rate, crude (per 1,000 people)",Sierra Leone,SLE,13.025,12.63,12.294,12.003,11.745,..,..
"Death rate, crude (per 1,000 people)",Somalia,SOM,11.793,11.534,11.289,11.062,10.855,..,..
"Death rate, crude (per 1,000 people)",South Africa,ZAF,10.044,9.769,9.599,9.498,9.435,..,..
"Death rate, crude (per 1,000 people)",South Sudan,SSD,10.983,10.826,10.694,10.574,10.459,..,..
"Death rate, crude (per 1,000 people)",Sudan,SDN,7.53,7.428,7.34,7.261,7.188,..,..
"Death rate, crude (per 1,000 people)",Tanzania,TZA,7.503,7.161,6.868,6.622,6.419,..,..
"Death rate, crude (per 1,000 people)",Togo,TGO,9.02,8.841,8.695,8.568,8.446,..,..
"Death rate, crude (per 1,000 people)",Uganda,UGA,7.716,7.345,7.031,6.769,6.554,..,..
"Death rate, crude (per 1,000 people)",Zambia,ZMB,7.565,7.169,6.864,6.633,6.456,..,..
"Death rate, crude (per 1,000 people)",Zimbabwe,ZWE,9.277,8.673,8.286,8.044,7.883,..,..
"Death rate, crude (per 1,000 people)",Algeria,DZA,4.709,4.715,4.717,4.717,4.716,..,..
"Death rate, crude (per 1,000 people)","Egypt, Arab Rep.",EGY,6.027,5.971,5.915,5.863,5.817,..,..
"Death rate, crude (per 1,000 people)",Djibouti,DJI,8.157,7.842,7.545,7.293,7.102,..,..
"Death rate, crude (per 1,000 people)",Libya,LBY,5.095,5.111,5.108,5.099,5.095,..,..
"Death rate, crude (per 1,000 people)",Tunisia,TUN,6.301,6.298,6.287,6.274,6.262,..,..
Female headed households (% of households with a female head),Angola,AGO,..,..,34.5,..,..,..,..
Female headed households (% of households with a female head),Benin,BEN,..,..,..,..,24.9,..,..
Female headed households (% of households with a female head),Botswana,BWA,..,..,..,..,..,..,..
Female headed households (% of households with a female head),Burkina Faso,BFA,11.8,..,..,..,8.8,..,..
Female headed households (% of households with a female head),Burundi,BDI,..,..,..,28.7,..,..,..
Female headed households (% of households with a female head),Cabo Verde,CPV,..,..,..,..,..,..,..
Female headed households (% of households with a female head),Cameroon,CMR,..,..,..,..,26,..,..
Female headed households (% of households with a female head),Central African Republic,CAF,..,..,..,..,..,..,..
Female headed households (% of households with a female head),Chad,TCD,..,22.1,..,..,..,..,..
Female headed households (% of households with a female head),Comoros,COM,..,..,..,..,..,..,..
Female headed households (% of households with a female head),"Congo, Dem. Rep.",COD,24.9,..,..,..,..,..,..
Female headed households (% of households with a female head),"Congo, Rep.",COG,..,..,..,..,..,..,..
