Series Name,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Guinea-Bissau,GNB,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Kenya,KEN,71.13447571,..,..,77.74636841,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Lesotho,LSO,..,..,..,46.46006012,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Liberia,LBR,..,..,..,28.16200256,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Madagascar,MDG,8.372986794,..,..,16.31496811,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Malawi,MWI,13.97975063,..,..,29.84548759,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Mali,MLI,14.68886566,..,..,25.71192169,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Mauritania,MRT,20.99507904,..,..,15.48727798,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Mauritius,MUS,79.99849701,..,..,87.11295319,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Mozambique,MOZ,..,..,..,32.87394714,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Namibia,NAM,56.76640701,..,..,80.66267395,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Niger,NER,4.313673019,..,..,10.91004658,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Nigeria,NGA,34.02239609,..,..,27.27667618,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Rwanda,RWA,35.32194519,..,..,44.96050262,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Sao Tome and Principe,STP,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Senegal,SEN,11.39955044,..,..,38.44960785,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Seychelles,SYC,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Sierra Leone,SLE,12.49859047,..,..,15.35897541,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Somalia,SOM,33.66255951,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",South Africa,ZAF,70.36218262,..,..,69.98981476,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",South Sudan,SSD,..,..,..,4.708465576,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Sudan,SDN,9.983160973,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Tanzania,TZA,34.33413696,..,..,42.15222168,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Togo,TGO,15.11257744,..,..,37.59315491,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Uganda,UGA,36.63328171,..,..,52.70641327,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Zambia,ZMB,33.2477684,..,..,40.27887726,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Zimbabwe,ZWE,28.97971916,..,..,51.66492462,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Algeria,DZA,40.07096481,..,..,29.26873016,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","Egypt, Arab Rep.",EGY,9.307484627,..,..,26.9944191,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Djibouti,DJI,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Libya,LBY,..,..,..,59.62096024,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",Tunisia,TUN,20.70147133,..,..,28.36343575,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Angola,AGO,36.13212967,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Benin,BEN,19.76019669,..,..,48.62320709,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Botswana,BWA,55.23449707,..,..,56.21025085,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Burkina Faso,BFA,16.08062744,..,..,51.28095245,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Burundi,BDI,7.495164871,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Cabo Verde,CPV,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Cameroon,CMR,14.17889786,..,..,39.24445343,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Central African Republic,CAF,..,..,..,18.08250046,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Chad,TCD,17.45852852,..,..,29.03078842,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Comoros,COM,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","Congo, Dem. Rep.",COD,20.6689167,..,..,27.38909721,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","Congo, Rep.",COG,19.15900612,..,..,31.21514702,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Cote d'Ivoire,CIV,39.20249176,..,..,46.59710693,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Equatorial Guinea,GNQ,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Eritrea,ERI,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Eswatini,SWZ,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Ethiopia,ETH,22.62205696,..,..,40.94387436,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Gabon,GAB,35.41836548,..,..,63.80234528,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","Gambia, The",GMB,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Ghana,GHA,41.67123795,..,..,61.79167557,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Guinea,GIN,9.799424171,..,..,27.26420975,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Guinea-Bissau,GNB,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Kenya,KEN,78.65789795,..,..,85.83609772,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Lesotho,LSO,..,..,..,44.6041832,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Liberia,LBR,..,..,..,43.65539932,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Madagascar,MDG,8.744260788,..,..,19.6076355,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Malawi,MWI,22.46834946,..,..,37.94211197,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Mali,MLI,25.63768959,..,..,45.45759583,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Mauritania,MRT,24.84032249,..,..,26.28592873,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Mauritius,MUS,84.58604431,..,..,92.70597076,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Mozambique,MOZ,..,..,..,51.06655502,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Namibia,NAM,61.12337112,..,..,80.59994507,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Niger,NER,9.056806564,..,..,19.9424572,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Nigeria,NGA,54.36248016,..,..,51.40733719,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Rwanda,RWA,49.04363251,..,..,55.74546432,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Sao Tome and Principe,STP,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Senegal,SEN,19.92650223,..,..,46.72496033,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Seychelles,SYC,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Sierra Leone,SLE,18.93057442,..,..,24.77190399,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Somalia,SOM,43.56793213,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",South Africa,ZAF,70.26760864,..,..,68.39532471,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",South Sudan,SSD,..,..,..,12.50307274,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Sudan,SDN,20.22382545,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Tanzania,TZA,45.44747925,..,..,51.55356979,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Togo,TGO,21.49432373,..,..,53.04940414,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Uganda,UGA,52.35565948,..,..,66.07699585,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Zambia,ZMB,38.13508606,..,..,51.68092346,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Zimbabwe,ZWE,35.9539032,..,..,59.22750092,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Algeria,DZA,60.90908051,..,..,56.25493622,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","Egypt, Arab Rep.",EGY,18.76186371,..,..,38.65347672,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Djibouti,DJI,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Libya,LBY,..,..,..,70.68833923,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",Tunisia,TUN,34.24933624,..,..,45.73112869,..,..,..
"Children in employment, female (% of female children ages 7-14)",Angola,AGO,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Benin,BEN,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Botswana,BWA,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Burkina Faso,BFA,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Burundi,BDI,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Cabo Verde,CPV,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Cameroon,CMR,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Central African Republic,CAF,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Chad,TCD,..,55.0893846,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Comoros,COM,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)","Congo, Dem. Rep.",COD,43.60849597,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)","Congo, Rep.",COG,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Cote d'Ivoire,CIV,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Equatorial Guinea,GNQ,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Eritrea,ERI,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Eswatini,SWZ,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Ethiopia,ETH,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Gabon,GAB,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)","Gambia, The",GMB,..,21.24,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Ghana,GHA,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Guinea,GIN,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Guinea-Bissau,GNB,62.45933388,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Kenya,KEN,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Lesotho,LSO,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Liberia,LBR,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Madagascar,MDG,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Malawi,MWI,44.3497,47,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Mali,MLI,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Mauritania,MRT,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Mauritius,MUS,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Mozambique,MOZ,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Namibia,NAM,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Niger,NER,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Nigeria,NGA,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Rwanda,RWA,5.7,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Sao Tome and Principe,STP,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Senegal,SEN,..,13.05327599,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Seychelles,SYC,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Sierra Leone,SLE,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Somalia,SOM,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",South Africa,ZAF,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",South Sudan,SSD,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Sudan,SDN,26.86745168,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Tanzania,TZA,34.17038,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Togo,TGO,33.07197314,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Uganda,UGA,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Zambia,ZMB,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Zimbabwe,ZWE,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Algeria,DZA,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)","Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Djibouti,DJI,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Libya,LBY,..,..,..,..,..,..,..
"Children in employment, female (% of female children ages 7-14)",Tunisia,TUN,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Angola,AGO,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Benin,BEN,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Botswana,BWA,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Burkina Faso,BFA,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Burundi,BDI,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Cabo Verde,CPV,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Cameroon,CMR,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Central African Republic,CAF,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Chad,TCD,..,56.70907053,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Comoros,COM,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)","Congo, Dem. Rep.",COD,39.15632058,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)","Congo, Rep.",COG,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Cote d'Ivoire,CIV,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Equatorial Guinea,GNQ,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Eritrea,ERI,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Eswatini,SWZ,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Ethiopia,ETH,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Gabon,GAB,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)","Gambia, The",GMB,..,26.19,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Ghana,GHA,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Guinea,GIN,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Guinea-Bissau,GNB,65.34952483,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Kenya,KEN,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Lesotho,LSO,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Liberia,LBR,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Madagascar,MDG,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Malawi,MWI,50.88541,50.79,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Mali,MLI,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Mauritania,MRT,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Mauritius,MUS,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Mozambique,MOZ,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Namibia,NAM,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Niger,NER,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Nigeria,NGA,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Rwanda,RWA,6,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Sao Tome and Principe,STP,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Senegal,SEN,..,37.26405569,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Seychelles,SYC,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Sierra Leone,SLE,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Somalia,SOM,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",South Africa,ZAF,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",South Sudan,SSD,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Sudan,SDN,34.2583961,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Tanzania,TZA,35.26557,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Togo,TGO,37.08040163,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Uganda,UGA,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Zambia,ZMB,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Zimbabwe,ZWE,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Algeria,DZA,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)","Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Djibouti,DJI,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Libya,LBY,..,..,..,..,..,..,..
"Children in employment, male (% of male children ages 7-14)",Tunisia,TUN,..,..,..,..,..,..,..
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Angola,AGO,11.36900043,11.04500008,10.73900032,10.5539999,10.30900002,10.10400009,9.911000252
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Benin,BEN,20.5340004,20.27899933,20.08200073,19.85300064,19.57099915,19.27700043,18.97699928
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Botswana,BWA,5.15500021,4.960000038,4.897999763,4.758999825,4.65500021,4.532000065,4.43200016
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Burkina Faso,BFA,53.38899994,53.18500137,53.02199936,52.77799988,52.51900101,52.26900101,52.03699875
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Burundi,BDI,36.43899918,35.84700012,35.67100143,35.49900055,35.36299896,35.14699936,34.91999817
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Cabo Verde,CPV,17.93199921,18.22999954,17.58099937,17.07099915,16.36499977,15.8760004,15.38700008
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Cameroon,CMR,21.25300026,20.95199966,20.71199989,20.52199936,20.27599907,20.0739994,19.86000061
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Central African Republic,CAF,47.41199875,47.57799911,47.62900162,47.61100006,47.55199814,47.52899933,47.50400162
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Chad,TCD,44.56499863,44.34899902,44.29600143,44.34899902,44.33300018,44.24900055,44.20000076
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Comoros,COM,17.91699982,17.87800026,17.82999992,17.73800087,17.63299942,17.57500076,17.47800064
"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Congo, Dem. Rep.",COD,31.73500061,31.65299988,31.34499931,31.16500092,31.07099915,30.89100075,30.70499992
"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Congo, Rep.",COG,5.433000088,5.445000172,5.624000072,5.730999947,5.697999954,5.611999989,5.604000092
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Cote d'Ivoire,CIV,23.54100037,22.56999969,21.64599991,15.64299965,15.34399986,15.0340004,14.72999954
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Equatorial Guinea,GNQ,14.54800034,14.20800018,14.07800007,14.02000046,13.85200024,13.74400043,13.67599964
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Eritrea,ERI,51.15200043,50.34199905,50.74700165,50.37099838,50.45700073,49.92300034,49.66899872
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Eswatini,SWZ,2.638000011,2.770999908,2.864000082,2.818000078,2.802999973,2.790999889,2.799999952
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Ethiopia,ETH,58.67399979,58.22700119,57.67900085,57.21900177,56.66500092,56.18700027,55.69900131
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Gabon,GAB,1.832999945,1.802999973,1.771999955,1.743000031,1.722000003,1.705000043,1.682999969
"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Gambia, The",GMB,13.5880003,13.50599957,13.32699966,13.21199989,13.06999969,12.90200043,12.7329998
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Ghana,GHA,14.70499992,14.72399998,14.44799995,13.88300037,13.52000046,13.08399963,12.78899956
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Guinea,GIN,37.60400009,37.29999924,36.99700165,36.31499863,35.68199921,35.32899857,34.95500183
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Guinea-Bissau,GNB,32.39899826,32.30699921,32.08800125,31.85000038,31.59000015,31.37999916,31.14999962
